Year   Moose  Wolves
 1959  626   20
 1960  656   22
 1961  644   28
 1962  643   31
 1963  595   33
 1964  528   30
 1965  549   28
 1966  547   28
 1967  526   28
 1968  489   29
 1969  418   25
 1970  397   21
 1971  376   17
 1972  352   14
 1973  361   17
 1974  333   15
 1975  378   11
 1976  415   14
 1977  398   12
 1978  419   11
 1979  466   11
 1980  507   12
 1981  543   10
 1982  566    9
 1983  597    8
 1984  653    8
 1985  721    8
 1986  815    8
 1987  889    7
 1988 1041    8
 1989 1213    7
 1990 1421    6
 1991 1664    6
 1992 1924    6
 1993 2282    6
 1994 2293    6
 1995 2128    5
 1996 2025    4
 1997 1942    3
 1998 1798    2
 1999 1626    1
 2000 1415    1
 2001 1482    1
 2002 1924    0
 2003 2382    0
 2004 2206    0
 2005 2024    0
 2006 1960    0
 2007 1973    0
 2008 2008    0
 2009 1861    0
 2010 1981    0
 2011 2582    0
 2012 2472    0
 2013 2265    0
 2014 2191    0
 2015 2171    0
 2016 2145    0
 2017 2117    0
 2018 1852    0
