Year   Moose  Wolves
 1959  682   20
 1960  743   18
 1961  747   18
 1962  786   24
 1963  818   27
 1964  836   24
 1965  853   22
 1966  934   19
 1967 1028   16
 1968 1123   15
 1969 1271   12
 1970 1453   11
 1971 1649   10
 1972 1952    8
 1973 2281    7
 1974 2215    4
 1975 2073    7
 1976 1917    6
 1977 1828    6
 1978 1693    9
 1979 1534    9
 1980 1575    9
 1981 1943   15
 1982 2348   16
 1983 2114   22
 1984 1892   21
 1985 1780   20
 1986 1691   20
 1987 1574   19
 1988 1255   16
 1989 1158   21
 1990 1273   26
 1991 1443   30
 1992 1589   32
 1993 1740   29
 1994 1892   27
 1995 2081   23
 1996 2346   24
 1997 2177   27
 1998 1868   27
 1999 1654   28
 2000 1385   32
 2001 1132   22
 2002  904   19
 2003  766   15
 2004  866   14
 2005 1028   11
 2006 1186    7
 2007 1366    6
 2008 1509    3
 2009 1731    2
 2010 2036    2
 2011 2458    0
 2012 2411    0
 2013 2260    0
 2014 2162    0
 2015 2120    0
 2016 2028    0
 2017 1882    0
 2018 1662    0
