Year   Moose  Wolves
 1959  722   20
 1960  766   23
 1961  750   29
 1962  741   33
 1963  762   40
 1964  688   42
 1965  681   36
 1966  636   32
 1967  590   31
 1968  532   29
 1969  558   27
 1970  525   24
 1971  489   22
 1972  453   22
 1973  395   19
 1974  413   15
 1975  435   12
 1976  461   10
 1977  503    9
 1978  557    8
 1979  628    8
 1980  722    8
 1981  797    6
 1982  917    5
 1983 1090    4
 1984 1333    1
 1985 1610    0
 1986 1949    0
 1987 2384    0
 1988 2470    0
 1989 2360    0
 1990 2296    0
 1991 2231    0
 1992 2159    0
 1993 1977    0
 1994 1763    0
 1995 1464    0
 1996 1322    0
 1997 1252    0
 1998 1344    0
 1999 1774    0
 2000 2219    0
 2001 2198    0
 2002 2004    0
 2003 1976    0
 2004 1972    0
 2005 1975    0
 2006 1811    0
 2007 1932    0
 2008 2528    0
 2009 2447    0
 2010 2191    0
 2011 2103    0
 2012 2128    0
 2013 2098    0
 2014 2110    0
 2015 1814    0
 2016 1357    0
 2017 1221    0
 2018 1104    0
