Year   Moose  Wolves
 1959  564   20
 1960  568   19
 1961  595   18
 1962  628   18
 1963  632   17
 1964  673   16
 1965  713   17
 1966  807   17
 1967  832   22
 1968  871   19
 1969  981   15
 1970 1132   13
 1971 1279   13
 1972 1514   13
 1973 1744   16
 1974 2098   17
 1975 2473   21
 1976 2352   20
 1977 2147   15
 1978 2026   20
 1979 1877   20
 1980 1716   20
 1981 1451   23
 1982 1130   25
 1983 1078   23
 1984 1270   19
 1985 1502   19
 1986 1692   16
 1987 1893   15
 1988 2195   15
 1989 2172   13
 1990 2025    9
 1991 1871    8
 1992 1709    6
 1993 1575    6
 1994 1441    4
 1995 1495    3
 1996 1935    3
 1997 2366    2
 1998 2179    1
 1999 1986    1
 2000 1949    1
 2001 1972    1
 2002 1967    1
 2003 1748    1
 2004 1852    0
 2005 2402    0
 2006 2330    0
 2007 2121    0
 2008 2029    0
 2009 2010    0
 2010 2021    0
 2011 2047    0
 2012 1808    0
 2013 1870    0
 2014 2395    0
 2015 2348    0
 2016 2144    0
 2017 2057    0
 2018 1982    0
