Year   Moose  Wolves
 1959  694   20
 1960  758   21
 1961  752   22
 1962  764   25
 1963  793   25
 1964  855   24
 1965  896   29
 1966  968   31
 1967  968   28
 1968 1007   24
 1969 1067   22
 1970 1153   22
 1971 1322   26
 1972 1437   32
 1973 1544   37
 1974 1628   49
 1975 1828   58
 1976 1952   62
 1977 2121   59
 1978 1871   60
 1979 1503   64
 1980 1289   66
 1981 1002   65
 1982  682   61
 1983  310   52
 1984  406   48
 1985  273   41
 1986  144   29
 1987  107   19
 1988   69   14
 1989   50   13
 1990   74    6
 1991   26    2
 1992   15    2
 1993   12    2
 1994    7    1
 1995    5    0
 1996    5    0
 1997    8    0
 1998   11    0
 1999   14    0
 2000   16    0
 2001   17    0
 2002   18    0
 2003   21    0
 2004   25    0
 2005   31    0
 2006   32    0
 2007   40    0
 2008   52    0
 2009   63    0
 2010   71    0
 2011   96    0
 2012  120    0
 2013  148    0
 2014  168    0
 2015  216    0
 2016  277    0
 2017  330    0
 2018  403    0
