Year   Moose  Wolves
 1959  725   20
 1960  756   26
 1961  763   26
 1962  786   24
 1963  847   27
 1964  865   30
 1965  900   33
 1966  897   37
 1967  980   38
 1968  928   37
 1969  874   30
 1970  880   34
 1971  852   34
 1972  813   37
 1973  809   39
 1974  801   39
 1975  747   42
 1976  677   41
 1977  612   36
 1978  606   34
 1979  510   31
 1980  419   30
 1981  397   27
 1982  362   19
 1983  316   18
 1984  318   16
 1985  334   15
 1986  335   10
 1987  369    7
 1988  435    6
 1989  511    6
 1990  584    6
 1991  691    8
 1992  796    7
 1993  933    6
 1994 1088    7
 1995 1287    5
 1996 1541    5
 1997 1821    3
 1998 2202    6
 1999 2172    8
 2000 2002    8
 2001 1921    8
 2002 1807    7
 2003 1665    6
 2004 1519    6
 2005 1578    9
 2006 2008    8
 2007 2458    8
 2008 2230    9
 2009 2052    9
 2010 1967    8
 2011 1962   12
 2012 1944   13
 2013 1633   23
 2014 1525   26
 2015 1720   24
 2016 2017   22
 2017 2263   25
 2018 1971   33
