Year   Moose  Wolves
 1959  754   20
 1960  872   28
 1961  832   28
 1962  821   26
 1963  784   28
 1964  803   27
 1965  787   29
 1966  768   32
 1967  750   32
 1968  777   35
 1969  758   36
 1970  768   34
 1971  739   37
 1972  696   36
 1973  636   31
 1974  564   27
 1975  499   26
 1976  470   25
 1977  466   25
 1978  482   18
 1979  485   14
 1980  487   11
 1981  524   10
 1982  546   15
 1983  588   17
 1984  621   25
 1985  621   26
 1986  603   26
 1987  574   25
 1988  594   23
 1989  621   25
 1990  641   29
 1991  635   31
 1992  681   33
 1993  691   31
 1994  723   34
 1995  700   34
 1996  736   31
 1997  761   32
 1998  735   33
 1999  772   33
 2000  706   27
 2001  705   26
 2002  689   29
 2003  636   27
 2004  612   24
 2005  636   24
 2006  616   25
 2007  642   27
 2008  667   25
 2009  664   21
 2010  734   22
 2011  772   25
 2012  783   28
 2013  792   33
 2014  785   29
 2015  779   32
 2016  822   34
 2017  807   32
 2018  786   28
