Year   Moose  Wolves
 1959  659   20
 1960  688   28
 1961  659   29
 1962  609   31
 1963  581   32
 1964  589   33
 1965  536   34
 1966  528   33
 1967  496   27
 1968  510   25
 1969  493   25
 1970  434   23
 1971  401   16
 1972  436   17
 1973  445   16
 1974  456   15
 1975  487   13
 1976  509   17
 1977  534   16
 1978  562   15
 1979  587   18
 1980  570   16
 1981  599   16
 1982  631   14
 1983  645   18
 1984  703   18
 1985  766   15
 1986  832   15
 1987  895   22
 1988  951   22
 1989 1068   21
 1990 1119   21
 1991 1240   24
 1992 1354   35
 1993 1463   36
 1994 1530   41
 1995 1549   46
 1996 1620   47
 1997 1627   49
 1998 1702   49
 1999 1673   46
 2000 1700   46
 2001 1882   49
 2002 1944   48
 2003 2023   54
 2004 2143   50
 2005 1945   50
 2006 1701   49
 2007 1454   43
 2008 1123   38
 2009  867   37
 2010  574   36
 2011  604   33
 2012  511   31
 2013  485   27
 2014  408   33
 2015  377   31
 2016  341   20
 2017  322   17
 2018  317   14
