Year   Moose  Wolves
 1959  749   20
 1960  794   30
 1961  785   35
 1962  813   40
 1963  795   40
 1964  763   39
 1965  747   36
 1966  724   36
 1967  658   34
 1968  697   32
 1969  664   28
 1970  724   23
 1971  778   24
 1972  814   24
 1973  852   20
 1974  940   24
 1975  980   22
 1976 1033   20
 1977 1087   29
 1978 1136   27
 1979 1286   27
 1980 1424   35
 1981 1566   36
 1982 1670   34
 1983 1930   30
 1984 2245   34
 1985 2150   35
 1986 1912   37
 1987 1724   40
 1988 1525   39
 1989 1325   36
 1990 1045   31
 1991  770   30
 1992  799   28
 1993  800   29
 1994  819   27
 1995  863   25
 1996  899   23
 1997  954   16
 1998 1107   20
 1999 1193   18
 2000 1363   18
 2001 1543   17
 2002 1783   16
 2003 2054   19
 2004 2356   22
 2005 2264   19
 2006 2043   17
 2007 1917   18
 2008 1737   16
 2009 1512   13
 2010 1335   11
 2011 1324   13
 2012 1633   12
 2013 1936   12
 2014 2248   13
 2015 2097   14
 2016 1907   16
 2017 1828   15
 2018 1738   14
