Year   Moose  Wolves
 1959  643   20
 1960  698   26
 1961  722   27
 1962  774   29
 1963  765   39
 1964  743   43
 1965  745   39
 1966  774   40
 1967  667   41
 1968  640   39
 1969  561   36
 1970  518   31
 1971  467   26
 1972  394   24
 1973  354   21
 1974  288   17
 1975  262   13
 1976  272   11
 1977  296   12
 1978  275   15
 1979  245   13
 1980  211   12
 1981  216   11
 1982  205   11
 1983  219   10
 1984  222   11
 1985  219   13
 1986  210   11
 1987  187    7
 1988  208    7
 1989  207    6
 1990  225    5
 1991  246    6
 1992  262    6
 1993  267    4
 1994  298    5
 1995  331    4
 1996  382    3
 1997  434    3
 1998  510    2
 1999  616    2
 2000  733    1
 2001  891    1
 2002 1064    1
 2003 1253    0
 2004 1528    0
 2005 1853    0
 2006 2238    0
 2007 2322    0
 2008 2212    0
 2009 2156    0
 2010 2078    0
 2011 2006    0
 2012 1843    0
 2013 1601    0
 2014 1338    0
 2015 1418    0
 2016 1858    0
 2017 2309    0
 2018 2218    0
