Year   Moose  Wolves
 1959  737   20
 1960  787   16
 1961  800   16
 1962  815   19
 1963  874   19
 1964  973   19
 1965 1070   17
 1966 1143   15
 1967 1344   14
 1968 1535   11
 1969 1777    8
 1970 2091    7
 1971 2461    5
 1972 2467    4
 1973 2320    4
 1974 2211    1
 1975 2130    1
 1976 1993    1
 1977 1814    0
 1978 1603    0
 1979 1328    0
 1980 1164    0
 1981 1230    0
 1982 1583    0
 1983 1943    0
 1984 2298    0
 1985 2180    0
 1986 2057    0
 1987 2012    0
 1988 2074    0
 1989 1924    0
 1990 1764    0
 1991 1848    0
 1992 2395    0
 1993 2318    0
 1994 2120    0
 1995 2026    0
 1996 2007    0
 1997 2004    0
 1998 2006    0
 1999 1740    0
 2000 1812    0
 2001 2316    0
 2002 2169    0
 2003 1957    0
 2004 1854    0
 2005 1812    0
 2006 1805    0
 2007 1798    0
 2008 1915    0
 2009 2543    0
 2010 2360    0
 2011 2162    0
 2012 2064    0
 2013 2082    0
 2014 2090    0
 2015 2055    0
 2016 1738    0
 2017 1836    0
 2018 2381    0
