Year   Moose  Wolves
 1959  555   20
 1960  612   25
 1961  685   30
 1962  656   34
 1963  637   41
 1964  623   37
 1965  614   35
 1966  569   28
 1967  554   28
 1968  543   26
 1969  538   20
 1970  540   19
 1971  560   18
 1972  614   15
 1973  689   12
 1974  781    9
 1975  906    9
 1976 1090   12
 1977 1306   11
 1978 1511   11
 1979 1751   12
 1980 2069   15
 1981 2427   18
 1982 2389   19
 1983 2188   21
 1984 2074   27
 1985 1900   26
 1986 1798   23
 1987 1607   27
 1988 1338   37
 1989 1302   44
 1990 1607   49
 1991 1797   50
 1992 2026   52
 1993 2254   52
 1994 2065   56
 1995 1868   56
 1996 1791   56
 1997 1397   55
 1998 1117   52
 1999  822   43
 2000  730   35
 2001  649   29
 2002  677   31
 2003  726   35
 2004  810   33
 2005  876   37
 2006  972   44
 2007  981   42
 2008 1062   41
 2009 1133   48
 2010 1256   51
 2011 1223   61
 2012 1301   66
 2013 1272   66
 2014 1210   59
 2015 1365   54
 2016 1411   48
 2017 1488   49
 2018 1548   48
