Year   Moose  Wolves
 1959  847   20
 1960  884   21
 1961  989   30
 1962  973   34
 1963 1003   33
 1964 1058   35
 1965 1059   35
 1966 1125   35
 1967 1204   34
 1968 1245   35
 1969 1355   41
 1970 1466   42
 1971 1584   43
 1972 1693   43
 1973 1876   44
 1974 2026   41
 1975 2251   47
 1976 2027   45
 1977 1775   56
 1978 1562   55
 1979 1314   52
 1980  951   45
 1981  714   45
 1982  589   36
 1983  369   31
 1984  294   28
 1985  266   26
 1986  228   22
 1987  168   18
 1988  122    9
 1989   92    7
 1990   65    6
 1991   81    5
 1992   70    4
 1993   67    2
 1994   69    2
 1995   69    2
 1996   77    2
 1997   82    2
 1998   87    0
 1999  115    0
 2000  142    0
 2001  167    0
 2002  207    0
 2003  247    0
 2004  293    0
 2005  344    0
 2006  421    0
 2007  507    0
 2008  627    0
 2009  772    0
 2010  935    0
 2011 1155    0
 2012 1393    0
 2013 1682    0
 2014 2071    0
 2015 2493    0
 2016 2578    0
 2017 2482    0
 2018 2408    0
