Year   Moose  Wolves
 1959  679   20
 1960  790   23
 1961  866   26
 1962  972   37
 1963 1034   37
 1964 1087   35
 1965 1166   34
 1966 1304   35
 1967 1485   38
 1968 1676   46
 1969 1810   44
 1970 2090   40
 1971 2439   44
 1972 2281   46
 1973 2025   45
 1974 1820   47
 1975 1552   47
 1976 1238   45
 1977  967   41
 1978  684   37
 1979  681   31
 1980  767   27
 1981  844   28
 1982  952   29
 1983 1038   30
 1984 1158   31
 1985 1260   33
 1986 1448   37
 1987 1674   36
 1988 1923   41
 1989 2260   45
 1990 2185   47
 1991 1961   50
 1992 1781   51
 1993 1463   47
 1994 1132   37
 1995  931   32
 1996  736   36
 1997  751   34
 1998  859   37
 1999  952   33
 2000 1036   29
 2001 1093   26
 2002 1222   26
 2003 1374   20
 2004 1544   19
 2005 1798   19
 2006 2094   22
 2007 2474   24
 2008 2383   22
 2009 2162   18
 2010 2080   16
 2011 1986   19
 2012 1846   19
 2013 1668   27
 2014 1400   30
 2015 1355   30
 2016 1665   35
 2017 1911   40
 2018 2143   48
