Year   Moose  Wolves
 1959  743   20
 1960  828   21
 1961  921   29
 1962  941   30
 1963 1007   37
 1964 1037   42
 1965 1024   44
 1966 1015   48
 1967 1008   44
 1968  915   47
 1969  925   46
 1970  825   39
 1971  847   35
 1972  897   33
 1973  992   35
 1974 1023   30
 1975 1121   28
 1976 1217   32
 1977 1291   38
 1978 1372   43
 1979 1390   51
 1980 1333   55
 1981 1330   61
 1982 1184   60
 1983 1101   59
 1984 1077   53
 1985  949   50
 1986  898   46
 1987  791   37
 1988  773   37
 1989  806   36
 1990  794   33
 1991  783   29
 1992  764   27
 1993  830   26
 1994  941   28
 1995  978   27
 1996 1083   25
 1997 1164   25
 1998 1286   29
 1999 1424   28
 2000 1580   24
 2001 1707   25
 2002 1911   25
 2003 2227   23
 2004 2154   24
 2005 1914   24
 2006 1749   23
 2007 1587   25
 2008 1414   25
 2009 1139   25
 2010  944   22
 2011 1001   21
 2012 1089   18
 2013 1186   16
 2014 1306   16
 2015 1454   20
 2016 1594   19
 2017 1894   24
 2018 2207   28
