Year   Moose  Wolves
 1959  726   20
 1960  823   19
 1961  889   22
 1962  957   25
 1963 1035   26
 1964 1058   29
 1965 1110   32
 1966 1104   32
 1967 1083   34
 1968 1079   37
 1969 1068   34
 1970 1150   32
 1971 1135   36
 1972 1275   32
 1973 1442   27
 1974 1602   32
 1975 1833   29
 1976 2058   25
 1977 2355   20
 1978 2226   21
 1979 2019   20
 1980 1827   20
 1981 1620   18
 1982 1428   21
 1983 1212   22
 1984 1079   25
 1985 1150   30
 1986 1279   31
 1987 1421   34
 1988 1555   38
 1989 1616   39
 1990 1751   50
 1991 1985   65
 1992 2171   64
 1993 1801   73
 1994 1366   68
 1995 1092   65
 1996  811   63
 1997  394   60
 1998  431   54
 1999  262   44
 2000  180   39
 2001   88   33
 2002   41   23
 2003   32   15
 2004   44   10
 2005   22    6
 2006    5    5
 2007    9    5
 2008    2    4
 2009    1    2
 2010    1    2
 2011    1    2
 2012    0    1
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
