Year   Moose  Wolves
 1959  628   20
 1960  620   20
 1961  655   19
 1962  724   30
 1963  743   37
 1964  696   37
 1965  703   38
 1966  678   37
 1967  659   37
 1968  610   32
 1969  591   28
 1970  633   29
 1971  613   29
 1972  588   31
 1973  583   28
 1974  570   24
 1975  588   22
 1976  554   26
 1977  564   25
 1978  604   25
 1979  574   21
 1980  600   20
 1981  642   16
 1982  674   15
 1983  712   15
 1984  735   14
 1985  834   14
 1986  902   12
 1987 1030    5
 1988 1199    9
 1989 1392    9
 1990 1615    9
 1991 1889    9
 1992 2211   12
 1993 2179   14
 1994 1958   13
 1995 1853   12
 1996 1736   10
 1997 1569    9
 1998 1403    8
 1999 1445    7
 2000 1856    7
 2001 2286    7
 2002 2084    7
 2003 1899    7
 2004 1850    5
 2005 1817    5
 2006 1793    9
 2007 1841    9
 2008 2345    9
 2009 2079   13
 2010 1828   13
 2011 1728   12
 2012 1663   13
 2013 1591   13
 2014 1648   12
 2015 2059   14
 2016 2472   15
 2017 2207   12
 2018 1981   13
