Year   Moose  Wolves
 1959  636   20
 1960  634   20
 1961  615   20
 1962  658   22
 1963  716   25
 1964  754   26
 1965  746   22
 1966  785   22
 1967  838   22
 1968  833   23
 1969  869   18
 1970  970   18
 1971 1050   18
 1972 1110   19
 1973 1308   25
 1974 1380   26
 1975 1543   30
 1976 1705   31
 1977 1938   32
 1978 2158   42
 1979 1981   45
 1980 1674   45
 1981 1524   47
 1982 1252   44
 1983  964   43
 1984  646   40
 1985  501   34
 1986  410   28
 1987  411   25
 1988  431   21
 1989  418   18
 1990  450   13
 1991  431   15
 1992  426   14
 1993  432   13
 1994  439   11
 1995  463   15
 1996  491   16
 1997  524   15
 1998  584   15
 1999  625   17
 2000  652   15
 2001  692   14
 2002  721   13
 2003  812   12
 2004  910   15
 2005 1029   14
 2006 1180   12
 2007 1373   15
 2008 1572   17
 2009 1819   17
 2010 2066   16
 2011 2413   13
 2012 2323   12
 2013 2118   10
 2014 1969   11
 2015 1811   10
 2016 1625    9
 2017 1445    7
 2018 1245    8
