Year   Moose  Wolves
 1959  690   20
 1960  806   22
 1961  919   23
 1962  998   26
 1963 1101   27
 1964 1255   35
 1965 1380   48
 1966 1551   48
 1967 1745   49
 1968 1918   51
 1969 2212   49
 1970 2147   48
 1971 1884   49
 1972 1718   46
 1973 1488   45
 1974 1188   42
 1975  856   36
 1976  573   24
 1977  624   19
 1978  709   14
 1979  814   15
 1980  928   13
 1981 1007    9
 1982 1168    9
 1983 1333    9
 1984 1558    9
 1985 1843   16
 1986 2184   18
 1987 2158   22
 1988 1958   32
 1989 1833   34
 1990 1636   31
 1991 1505   31
 1992 1350   29
 1993 1309   28
 1994 1568   30
 1995 1791   29
 1996 2013   43
 1997 2265   44
 1998 2056   42
 1999 1866   43
 2000 1802   48
 2001 1422   45
 2002 1102   44
 2003  780   45
 2004  597   44
 2005  527   44
 2006  507   40
 2007  503   35
 2008  454   31
 2009  435   25
 2010  387   21
 2011  335    8
 2012  375    9
 2013  418    9
 2014  477    7
 2015  548    7
 2016  620    5
 2017  723    5
 2018  834    5
