Year   Moose  Wolves
 1959  742   20
 1960  832   22
 1961  893   26
 1962  954   26
 1963 1009   26
 1964 1089   23
 1965 1252   24
 1966 1303   30
 1967 1444   33
 1968 1612   33
 1969 1733   29
 1970 1946   26
 1971 2189   30
 1972 2021   34
 1973 1822   34
 1974 1633   44
 1975 1400   41
 1976 1160   38
 1977  912   33
 1978  860   30
 1979  884   27
 1980  944   24
 1981 1020   23
 1982 1106   25
 1983 1150   25
 1984 1192   24
 1985 1268   21
 1986 1380   24
 1987 1614   28
 1988 1794   33
 1989 2000   43
 1990 2132   48
 1991 2043   52
 1992 1760   50
 1993 1583   48
 1994 1296   46
 1995  955   43
 1996  647   39
 1997  432   33
 1998  275   29
 1999  243   24
 2000  185   19
 2001  142   12
 2002  115    7
 2003  106    6
 2004   97    6
 2005   78    4
 2006   83    3
 2007   82    3
 2008   85    3
 2009   86    2
 2010   96    1
 2011  123    1
 2012  142    1
 2013  167    0
 2014  205    0
 2015  251    0
 2016  296    0
 2017  369    0
 2018  454    0
