Year   Moose  Wolves
 1959  659   20
 1960  741   22
 1961  741   21
 1962  796   21
 1963  882   20
 1964  932   25
 1965  980   24
 1966 1097   26
 1967 1184   26
 1968 1256   24
 1969 1365   26
 1970 1602   26
 1971 1792   22
 1972 2054   24
 1973 2406   25
 1974 2345   27
 1975 2127   29
 1976 2000   26
 1977 1740   28
 1978 1524   27
 1979 1221   27
 1980  856   26
 1981  729   24
 1982  866   19
 1983  988   19
 1984 1079   19
 1985 1149   15
 1986 1286   14
 1987 1458   13
 1988 1646   10
 1989 1954   10
 1990 2278    9
 1991 2245    7
 1992 2074    7
 1993 1992    7
 1994 1905    4
 1995 1773    4
 1996 1627    3
 1997 1711    2
 1998 2199    2
 1999 2102    2
 2000 1854    2
 2001 1770    0
 2002 1753    0
 2003 1784    0
 2004 1774    0
 2005 1858    0
 2006 2440    0
 2007 2320    0
 2008 2119    0
 2009 2052    0
 2010 2072    0
 2011 2038    0
 2012 2053    0
 2013 1778    0
 2014 1879    0
 2015 2470    0
 2016 2406    0
 2017 2164    0
 2018 2103    0
