Year   Moose  Wolves
 1959  541   20
 1960  549   17
 1961  572   17
 1962  562   17
 1963  572   16
 1964  591   16
 1965  640   19
 1966  704   17
 1967  736   16
 1968  800   22
 1969  822   22
 1970  845   23
 1971  898   28
 1972  903   30
 1973  930   34
 1974  934   38
 1975  950   39
 1976  979   41
 1977  995   38
 1978 1073   37
 1979 1148   40
 1980 1177   36
 1981 1234   34
 1982 1293   27
 1983 1424   26
 1984 1500   25
 1985 1639   23
 1986 1817   27
 1987 1980   33
 1988 2210   42
 1989 2017   46
 1990 1691   47
 1991 1485   45
 1992 1175   42
 1993  900   41
 1994  743   37
 1995  581   33
 1996  432   32
 1997  415   28
 1998  362   24
 1999  322   20
 2000  280   18
 2001  288   12
 2002  293   11
 2003  279    9
 2004  264    9
 2005  264   14
 2006  233   15
 2007  215   13
 2008  201   12
 2009  177   14
 2010  156   10
 2011  141   10
 2012  118    9
 2013   92    9
 2014   72    9
 2015   49    9
 2016   26    5
 2017   12    4
 2018    5    3
