Year   Moose  Wolves
 1959  655   20
 1960  705   23
 1961  722   23
 1962  758   21
 1963  803   30
 1964  794   35
 1965  780   32
 1966  728   35
 1967  778   31
 1968  826   31
 1969  861   29
 1970  958   32
 1971 1026   30
 1972 1112   30
 1973 1239   29
 1974 1323   27
 1975 1471   29
 1976 1672   28
 1977 1882   21
 1978 2226   22
 1979 2111   20
 1980 1917   20
 1981 1798   15
 1982 1588   15
 1983 1462   14
 1984 1293   17
 1985 1262   17
 1986 1549   18
 1987 1843   18
 1988 2093   16
 1989 2348   13
 1990 2205   15
 1991 2030   18
 1992 1996   22
 1993 1766   24
 1994 1479   26
 1995 1192   27
 1996 1135   27
 1997 1150   26
 1998 1338   25
 1999 1480   39
 2000 1608   41
 2001 1738   41
 2002 1868   43
 2003 1959   41
 2004 2105   43
 2005 1928   46
 2006 1643   53
 2007 1468   56
 2008 1136   53
 2009  883   49
 2010  620   39
 2011  591   34
 2012  312   33
 2013  286   28
 2014  272   21
 2015  218   19
 2016  170   17
 2017  143    6
 2018  132    3
