Year   Moose  Wolves
 1959  624   20
 1960  672   21
 1961  649   23
 1962  643   21
 1963  647   20
 1964  724   22
 1965  754   21
 1966  836   24
 1967  845   24
 1968  833   19
 1969  889   15
 1970 1013   15
 1971 1124   12
 1972 1267   14
 1973 1492   22
 1974 1690   24
 1975 1924   31
 1976 2215   33
 1977 2162   34
 1978 1942   32
 1979 1812   29
 1980 1586   30
 1981 1389   28
 1982 1141   25
 1983  947   25
 1984 1028   19
 1985 1148   15
 1986 1265    9
 1987 1505    9
 1988 1682    8
 1989 1921    8
 1990 2216    7
 1991 2191    8
 1992 1992    6
 1993 1902    5
 1994 1761    8
 1995 1632   10
 1996 1441    9
 1997 1480    9
 1998 1811   10
 1999 2204   14
 2000 1979   13
 2001 1786   13
 2002 1720   12
 2003 1703   15
 2004 1689   23
 2005 1610   26
 2006 1961   25
 2007 2317   23
 2008 2096   22
 2009 1844   21
 2010 1764   21
 2011 1693   19
 2012 1595   18
 2013 1604   15
 2014 1955   22
 2015 2294   18
 2016 1933   17
 2017 1712   16
 2018 1673   16
