Year   Moose  Wolves
 1959  536   20
 1960  539   19
 1961  548   19
 1962  537   23
 1963  549   25
 1964  515   28
 1965  512   27
 1966  524   25
 1967  508   21
 1968  496   17
 1969  513   19
 1970  523   18
 1971  527   21
 1972  569   23
 1973  603   20
 1974  675   18
 1975  748   15
 1976  812   14
 1977  942   14
 1978 1037   18
 1979 1177   21
 1980 1331   18
 1981 1491   18
 1982 1736   17
 1983 1963   13
 1984 2334   14
 1985 2329   19
 1986 2136   18
 1987 1993   30
 1988 1813   30
 1989 1522   31
 1990 1273   29
 1991  973   26
 1992  815   25
 1993  894   28
 1994  998   34
 1995 1046   40
 1996 1051   51
 1997 1046   54
 1998  975   49
 1999  844   43
 2000  732   39
 2001  600   38
 2002  547   36
 2003  480   35
 2004  390   33
 2005  292   26
 2006  264   21
 2007  223   13
 2008  203   10
 2009  183    5
 2010  181    6
 2011  191    6
 2012  207    4
 2013  223    5
 2014  255    4
 2015  281    4
 2016  310    4
 2017  361    4
 2018  412    4
