Year   Moose  Wolves
 1959  702   20
 1960  757   20
 1961  792   19
 1962  800   21
 1963  830   20
 1964  896   21
 1965  955   23
 1966 1084   19
 1967 1183   18
 1968 1297   16
 1969 1479   17
 1970 1728   19
 1971 2007   19
 1972 2283   18
 1973 2209   22
 1974 1977   25
 1975 1821   34
 1976 1619   32
 1977 1392   31
 1978 1083   29
 1979  846   28
 1980  841   23
 1981  978   21
 1982 1103   20
 1983 1233   19
 1984 1362   20
 1985 1518   20
 1986 1698   14
 1987 1959   17
 1988 2320   15
 1989 2236   18
 1990 2041   17
 1991 1881   16
 1992 1738   17
 1993 1571   23
 1994 1349   23
 1995 1238   22
 1996 1426   20
 1997 1696   19
 1998 1959   28
 1999 2148   32
 2000 1938   33
 2001 1723   36
 2002 1708   41
 2003 1427   38
 2004 1071   34
 2005  828   30
 2006  855   30
 2007  901   35
 2008  910   42
 2009  883   42
 2010  780   42
 2011  712   33
 2012  693   28
 2013  732   28
 2014  759   27
 2015  793   36
 2016  747   37
 2017  693   35
 2018  729   33
