Year   Moose  Wolves
 1959  663   20
 1960  667   20
 1961  657   19
 1962  660   28
 1963  627   35
 1964  537   34
 1965  466   30
 1966  402   26
 1967  353   21
 1968  312   20
 1969  297   17
 1970  293   16
 1971  271   19
 1972  235   16
 1973  204   12
 1974  180    8
 1975  179    6
 1976  172    4
 1977  190    3
 1978  200    3
 1979  223    3
 1980  251    2
 1981  278    1
 1982  330    0
 1983  396    0
 1984  477    0
 1985  576    0
 1986  689    0
 1987  821    0
 1988 1000    0
 1989 1233    0
 1990 1463    0
 1991 1752    0
 1992 2120    0
 1993 2164    0
 1994 2044    0
 1995 1972    0
 1996 1886    0
 1997 1785    0
 1998 1668    0
 1999 1780    0
 2000 2332    0
 2001 2260    0
 2002 2034    0
 2003 1945    0
 2004 1940    0
 2005 1927    0
 2006 1894    0
 2007 2005    0
 2008 2638    0
 2009 2494    0
 2010 2247    0
 2011 2133    0
 2012 2162    0
 2013 2181    0
 2014 2173    0
 2015 1874    0
 2016 1434    0
 2017 1267    0
 2018 1177    0
