Year   Moose  Wolves
 1959  591   20
 1960  584   20
 1961  560   27
 1962  582   27
 1963  521   26
 1964  512   26
 1965  517   26
 1966  478   23
 1967  501   23
 1968  532   23
 1969  551   28
 1970  563   28
 1971  536   23
 1972  556   15
 1973  588   14
 1974  659   19
 1975  690   18
 1976  758   16
 1977  829   16
 1978  922   20
 1979 1017   22
 1980 1071   23
 1981 1168   25
 1982 1259   31
 1983 1436   33
 1984 1509   33
 1985 1736   36
 1986 1887   40
 1987 2077   37
 1988 2417   35
 1989 2304   32
 1990 2021   35
 1991 1828   48
 1992 1515   42
 1993 1233   36
 1994  969   30
 1995  781   27
 1996  887   27
 1997  996   24
 1998 1133   25
 1999 1184   25
 2000 1270   31
 2001 1334   28
 2002 1408   22
 2003 1600   30
 2004 1814   27
 2005 2067   35
 2006 2340   40
 2007 2102   46
 2008 1848   48
 2009 1619   49
 2010 1350   46
 2011  966   39
 2012  607   37
 2013  636   35
 2014  510   35
 2015  520   32
 2016  528   30
 2017  514   32
 2018  472   27
