Year   Moose  Wolves
 1959  641   20
 1960  662   22
 1961  648   23
 1962  613   29
 1963  626   28
 1964  652   28
 1965  615   29
 1966  575   31
 1967  596   28
 1968  632   25
 1969  611   31
 1970  623   24
 1971  594   22
 1972  600   28
 1973  555   28
 1974  487   24
 1975  410   24
 1976  334   22
 1977  284   20
 1978  239   16
 1979  229   14
 1980  218   12
 1981  206   12
 1982  179   10
 1983  151    8
 1984  134    6
 1985  109    5
 1986  117    2
 1987  136    1
 1988  149    1
 1989  167    1
 1990  193    1
 1991  227    1
 1992  262    0
 1993  305    0
 1994  359    0
 1995  417    0
 1996  489    0
 1997  612    0
 1998  743    0
 1999  872    0
 2000 1067    0
 2001 1287    0
 2002 1538    0
 2003 1848    0
 2004 2216    0
 2005 2208    0
 2006 2083    0
 2007 2009    0
 2008 1961    0
 2009 1855    0
 2010 1673    0
 2011 1782    0
 2012 2284    0
 2013 2178    0
 2014 1975    0
 2015 1861    0
 2016 1806    0
 2017 1815    0
 2018 1829    0
