Year   Moose  Wolves
 1959  579   20
 1960  600   30
 1961  582   30
 1962  570   30
 1963  517   32
 1964  491   29
 1965  405   27
 1966  389   22
 1967  348   18
 1968  323   15
 1969  287   13
 1970  274   12
 1971  252   10
 1972  282   10
 1973  297   11
 1974  295   11
 1975  302   14
 1976  269   15
 1977  267   16
 1978  261   14
 1979  207   14
 1980  211   14
 1981  196   11
 1982  173   11
 1983  166   11
 1984  151    9
 1985  124    6
 1986  124    5
 1987  123    4
 1988  123    3
 1989  131    3
 1990  135    3
 1991  143    3
 1992  167    3
 1993  175    3
 1994  198    3
 1995  209    3
 1996  230    3
 1997  247    3
 1998  280    2
 1999  333    2
 2000  388    1
 2001  462    3
 2002  547    3
 2003  636    3
 2004  736    3
 2005  888    2
 2006 1070    1
 2007 1253    1
 2008 1518    1
 2009 1848    1
 2010 2255    1
 2011 2298    1
 2012 2161    1
 2013 2100    0
 2014 2079    0
 2015 1974    0
 2016 1829    0
 2017 1636    0
 2018 1725    0
