Year   Moose  Wolves
 1959  677   20
 1960  787   29
 1961  832   31
 1962  880   37
 1963  929   51
 1964 1003   55
 1965 1068   52
 1966 1132   57
 1967 1126   57
 1968 1075   60
 1969  958   55
 1970 1020   51
 1971 1078   49
 1972 1118   41
 1973 1185   35
 1974 1290   27
 1975 1441   27
 1976 1668   24
 1977 1956   24
 1978 2283   27
 1979 2246   23
 1980 2051   22
 1981 1916   26
 1982 1748   29
 1983 1627   29
 1984 1447   36
 1985 1403   36
 1986 1625   35
 1987 1941   32
 1988 2254   44
 1989 2006   51
 1990 1743   49
 1991 1654   45
 1992 1584   43
 1993 1213   36
 1994 1061   33
 1995 1161   33
 1996 1379   32
 1997 1589   34
 1998 1779   33
 1999 2013   34
 2000 2248   34
 2001 2233   32
 2002 2050   34
 2003 1844   36
 2004 1628   39
 2005 1349   37
 2006 1048   39
 2007  828   37
 2008  821   34
 2009  944   31
 2010 1102   31
 2011 1199   31
 2012 1285   26
 2013 1449   21
 2014 1642   18
 2015 1865   25
 2016 2131   22
 2017 2101   21
 2018 1895   25
