Year   Moose  Wolves
 1959  667   20
 1960  685   21
 1961  672   22
 1962  653   26
 1963  688   28
 1964  699   35
 1965  657   34
 1966  629   33
 1967  562   29
 1968  535   27
 1969  490   21
 1970  469   22
 1971  443   24
 1972  406   24
 1973  393   23
 1974  359   22
 1975  324   14
 1976  350   11
 1977  346   11
 1978  362   15
 1979  355   18
 1980  327   18
 1981  303   15
 1982  284   14
 1983  290   11
 1984  297   13
 1985  335   15
 1986  332   16
 1987  343   15
 1988  361   16
 1989  339   12
 1990  369   12
 1991  378   11
 1992  401    8
 1993  437    8
 1994  449    9
 1995  515   11
 1996  562   13
 1997  610   21
 1998  648   24
 1999  683   21
 2000  734   21
 2001  761   26
 2002  767   28
 2003  785   30
 2004  746   31
 2005  717   28
 2006  685   27
 2007  654   28
 2008  583   26
 2009  628   23
 2010  665   29
 2011  620   27
 2012  653   24
 2013  669   30
 2014  643   33
 2015  619   32
 2016  542   31
 2017  514   30
 2018  467   27
