Year   Moose  Wolves
 1959  710   20
 1960  780   19
 1961  853   18
 1962  903   23
 1963  986   27
 1964 1048   32
 1965 1133   32
 1966 1237   30
 1967 1388   35
 1968 1456   37
 1969 1536   42
 1970 1723   44
 1971 1935   43
 1972 2068   50
 1973 2253   50
 1974 2031   52
 1975 1805   45
 1976 1615   50
 1977 1270   44
 1978  974   38
 1979  679   35
 1980  711   30
 1981  624   25
 1982  679   28
 1983  672   23
 1984  696   21
 1985  732   18
 1986  778   19
 1987  845   17
 1988  907   13
 1989 1019   11
 1990 1201   12
 1991 1414   12
 1992 1659   12
 1993 1971   10
 1994 2387   12
 1995 2465   14
 1996 2251   13
 1997 2104   14
 1998 1977   12
 1999 1803   11
 2000 1613    8
 2001 1344   11
 2002 1042   16
 2003 1016   18
 2004 1195   27
 2005 1310   34
 2006 1441   38
 2007 1531   43
 2008 1528   42
 2009 1558   51
 2010 1562   54
 2011 1513   64
 2012 1427   60
 2013 1347   63
 2014 1350   65
 2015 1242   65
 2016 1116   64
 2017 1012   60
 2018  882   52
