Year   Moose  Wolves
 1959  577   20
 1960  591   19
 1961  620   19
 1962  682   24
 1963  674   23
 1964  692   30
 1965  691   28
 1966  743   33
 1967  654   32
 1968  580   33
 1969  562   30
 1970  515   30
 1971  478   26
 1972  459   25
 1973  413   24
 1974  356   26
 1975  305   19
 1976  275   16
 1977  284   12
 1978  272    6
 1979  281    5
 1980  320    4
 1981  344    2
 1982  408    2
 1983  485    2
 1984  556    1
 1985  660    0
 1986  804    0
 1987  981    0
 1988 1204    0
 1989 1451    0
 1990 1765    0
 1991 2124    0
 1992 2218    0
 1993 2072    0
 1994 2019    0
 1995 1945    0
 1996 1869    0
 1997 1705    0
 1998 1831    0
 1999 2367    0
 2000 2252    0
 2001 2017    0
 2002 1917    0
 2003 1883    0
 2004 1864    0
 2005 1850    0
 2006 1945    0
 2007 2543    0
 2008 2327    0
 2009 2121    0
 2010 2036    0
 2011 2035    0
 2012 2036    0
 2013 2046    0
 2014 1743    0
 2015 1819    0
 2016 2356    0
 2017 2247    0
 2018 2033    0
