Year   Moose  Wolves
 1959  675   20
 1960  658   21
 1961  632   20
 1962  625   20
 1963  649   22
 1964  662   23
 1965  709   19
 1966  766   17
 1967  768   14
 1968  826   12
 1969  942   10
 1970 1050    9
 1971 1213    8
 1972 1358    6
 1973 1574    5
 1974 1851    5
 1975 2185    4
 1976 2219    3
 1977 2063    1
 1978 1942    1
 1979 1915    1
 1980 1846    0
 1981 1690    0
 1982 1785    0
 1983 2320    0
 1984 2232    0
 1985 2018    0
 1986 1922    0
 1987 1877    0
 1988 1857    0
 1989 1833    0
 1990 1962    0
 1991 2560    0
 1992 2370    0
 1993 2115    0
 1994 2019    0
 1995 2009    0
 1996 2039    0
 1997 2021    0
 1998 1726    0
 1999 1835    0
 2000 2373    0
 2001 2318    0
 2002 2130    0
 2003 2032    0
 2004 1986    0
 2005 1995    0
 2006 1992    0
 2007 1742    0
 2008 1840    0
 2009 2441    0
 2010 2423    0
 2011 2196    0
 2012 2108    0
 2013 2099    0
 2014 2098    0
 2015 2094    0
 2016 1821    0
 2017 1478    0
 2018 1562    0
