Year   Moose  Wolves
 1959  591   20
 1960  638   26
 1961  679   26
 1962  673   29
 1963  689   29
 1964  740   29
 1965  775   29
 1966  770   26
 1967  861   24
 1968  979   23
 1969 1137   19
 1970 1297   25
 1971 1469   23
 1972 1707   26
 1973 1984   31
 1974 2263   33
 1975 2220   30
 1976 2021   28
 1977 1891   30
 1978 1767   34
 1979 1518   37
 1980 1205   37
 1981  979   33
 1982 1141   29
 1983 1397   32
 1984 1554   33
 1985 1718   31
 1986 1949   35
 1987 2209   38
 1988 2139   41
 1989 1840   40
 1990 1594   36
 1991 1347   35
 1992 1072   35
 1993  789   31
 1994  644   28
 1995  642   24
 1996  706   29
 1997  715   24
 1998  790   20
 1999  853   17
 2000  919   17
 2001  982   16
 2002 1138   15
 2003 1333   15
 2004 1524   13
 2005 1810   13
 2006 2170   12
 2007 2185   11
 2008 2035   10
 2009 1946    9
 2010 1865   12
 2011 1771   11
 2012 1605   10
 2013 1643   10
 2014 2216   10
 2015 2151   10
 2016 1934   14
 2017 1819   15
 2018 1741   24
