Year   Moose  Wolves
 1959  710   20
 1960  756   21
 1961  804   21
 1962  819   19
 1963  901   20
 1964  989   26
 1965 1038   25
 1966 1080   27
 1967 1093   26
 1968 1141   32
 1969 1190   38
 1970 1265   45
 1971 1324   50
 1972 1343   52
 1973 1355   54
 1974 1286   61
 1975 1241   59
 1976 1235   58
 1977 1218   59
 1978 1210   62
 1979 1188   59
 1980 1059   55
 1981 1007   46
 1982 1070   39
 1983 1039   33
 1984 1038   27
 1985 1125   21
 1986 1225   17
 1987 1358   15
 1988 1544   10
 1989 1802    9
 1990 2102    8
 1991 2049    7
 1992 1895    5
 1993 1828    5
 1994 1751    5
 1995 1637    4
 1996 1722    4
 1997 2240    3
 1998 2082    3
 1999 1877    3
 2000 1773    2
 2001 1758    4
 2002 1739    4
 2003 1832    3
 2004 2418    3
 2005 2261    3
 2006 2021    4
 2007 1962    4
 2008 1907    3
 2009 1869    2
 2010 1857    2
 2011 1937    2
 2012 2476    2
 2013 2296    1
 2014 2059    0
 2015 1987    0
 2016 1975    0
 2017 1985    0
 2018 2040    0
