Year   Moose  Wolves
 1959  714   20
 1960  752   20
 1961  788   18
 1962  812   16
 1963  863   14
 1964  936   14
 1965 1020   12
 1966 1169   12
 1967 1334   10
 1968 1494    7
 1969 1759    4
 1970 2101    3
 1971 2111    2
 1972 1948    2
 1973 1831    2
 1974 1781    2
 1975 1680    2
 1976 1561    2
 1977 1648    2
 1978 2154    1
 1979 2096    1
 1980 1874    1
 1981 1808    1
 1982 1755    1
 1983 1727    1
 1984 1863    0
 1985 2437    0
 1986 2184    0
 1987 1945    0
 1988 1921    0
 1989 1950    0
 1990 1949    0
 1991 1957    0
 1992 2098    0
 1993 2736    0
 1994 2617    0
 1995 2336    0
 1996 2246    0
 1997 2261    0
 1998 2290    0
 1999 2272    0
 2000 1969    0
 2001 1560    0
 2002 1389    0
 2003 1288    0
 2004 1207    0
 2005 1297    0
 2006 1661    0
 2007 2065    0
 2008 2429    0
 2009 2304    0
 2010 2188    0
 2011 2174    0
 2012 2229    0
 2013 2121    0
 2014 1922    0
 2015 1699    0
 2016 1407    0
 2017 1256    0
 2018 1166    0
