Year   Moose  Wolves
 1959  634   20
 1960  692   23
 1961  709   24
 1962  701   24
 1963  783   22
 1964  852   29
 1965  864   28
 1966  950   24
 1967  976   21
 1968 1068   26
 1969 1105   28
 1970 1283   32
 1971 1418   33
 1972 1476   38
 1973 1678   45
 1974 1688   44
 1975 1785   52
 1976 1974   53
 1977 2192   49
 1978 2037   47
 1979 1742   48
 1980 1486   43
 1981 1251   35
 1982  996   33
 1983  749   31
 1984  781   28
 1985  742   25
 1986  738   18
 1987  851   13
 1988  929   12
 1989  981   10
 1990 1089   12
 1991 1186   19
 1992 1273   15
 1993 1462   13
 1994 1707   15
 1995 1995   20
 1996 2291   25
 1997 2215   39
 1998 1899   43
 1999 1726   50
 2000 1404   47
 2001 1135   45
 2002  810   39
 2003  643   39
 2004  422   36
 2005  413   32
 2006  353   27
 2007  307   27
 2008  279   26
 2009  206   21
 2010  158   13
 2011  102   12
 2012  138   10
 2013  110    8
 2014  113    8
 2015  101    5
 2016   87    5
 2017   91    5
 2018   93    4
