Year   Moose  Wolves
 1959  633   20
 1960  697   24
 1961  722   35
 1962  716   34
 1963  683   34
 1964  639   35
 1965  702   34
 1966  749   34
 1967  810   37
 1968  763   44
 1969  813   40
 1970  812   42
 1971  782   40
 1972  744   34
 1973  829   37
 1974  928   35
 1975 1030   33
 1976 1173   37
 1977 1337   38
 1978 1433   46
 1979 1707   43
 1980 1978   40
 1981 2260   52
 1982 2115   51
 1983 1793   50
 1984 1597   47
 1985 1403   47
 1986 1035   47
 1987  666   41
 1988  414   37
 1989  260   29
 1990  219   22
 1991  199   15
 1992  176   12
 1993  154    5
 1994  171    2
 1995  206    1
 1996  244    1
 1997  288    1
 1998  336    1
 1999  406    0
 2000  498    0
 2001  583    0
 2002  708    0
 2003  852    0
 2004 1036    0
 2005 1234    0
 2006 1469    0
 2007 1762    0
 2008 2119    0
 2009 2197    0
 2010 2084    0
 2011 2016    0
 2012 1981    0
 2013 1885    0
 2014 1771    0
 2015 1900    0
 2016 2478    0
 2017 2422    0
 2018 2203    0
