Year   Moose  Wolves
 1959  581   20
 1960  580   20
 1961  568   25
 1962  577   26
 1963  549   31
 1964  557   26
 1965  538   23
 1966  488   21
 1967  499   20
 1968  468   22
 1969  430   20
 1970  432   19
 1971  442   20
 1972  436   20
 1973  443   18
 1974  466   16
 1975  485   17
 1976  521   18
 1977  568   17
 1978  619   15
 1979  646    9
 1980  709    9
 1981  814    9
 1982  916    8
 1983 1044    6
 1984 1227    6
 1985 1442    5
 1986 1717    5
 1987 2024    2
 1988 2427    2
 1989 2401    2
 1990 2250    1
 1991 2165    1
 1992 2116    1
 1993 2005    1
 1994 1811    1
 1995 1566    1
 1996 1289    1
 1997 1171    0
 1998 1244    0
 1999 1626    0
 2000 1996    0
 2001 2377    0
 2002 2322    0
 2003 2182    0
 2004 2152    0
 2005 2194    0
 2006 2037    0
 2007 1887    0
 2008 1672    0
 2009 1364    0
 2010 1203    0
 2011 1261    0
 2012 1643    0
 2013 1990    0
 2014 2331    0
 2015 2241    0
 2016 2105    0
 2017 2094    0
 2018 2158    0
