Year   Moose  Wolves
 1959  708   20
 1960  754   20
 1961  734   18
 1962  805   25
 1963  797   26
 1964  816   25
 1965  817   26
 1966  911   24
 1967  965   23
 1968 1010   23
 1969 1111   22
 1970 1256   19
 1971 1367   17
 1972 1530   19
 1973 1696   16
 1974 1900   12
 1975 2229    8
 1976 2213    6
 1977 2007    5
 1978 1895    3
 1979 1841    3
 1980 1733    2
 1981 1585    2
 1982 1680    2
 1983 2256    1
 1984 2162    1
 1985 1939    0
 1986 1827    0
 1987 1807    0
 1988 1835    0
 1989 1831    0
 1990 1944    0
 1991 2537    0
 1992 2369    0
 1993 2129    0
 1994 2041    0
 1995 2038    0
 1996 2031    0
 1997 1991    0
 1998 1726    0
 1999 1807    0
 2000 2323    0
 2001 2288    0
 2002 2051    0
 2003 1928    0
 2004 1911    0
 2005 1911    0
 2006 1885    0
 2007 2002    0
 2008 2630    0
 2009 2440    0
 2010 2214    0
 2011 2117    0
 2012 2080    0
 2013 2060    0
 2014 2078    0
 2015 1792    0
 2016 1442    0
 2017 1509    0
 2018 1970    0
