Year   Moose  Wolves
 1959  636   20
 1960  672   19
 1961  729   18
 1962  766   24
 1963  793   26
 1964  806   29
 1965  858   28
 1966  942   29
 1967 1021   30
 1968 1032   30
 1969 1194   33
 1970 1336   34
 1971 1469   32
 1972 1561   38
 1973 1739   39
 1974 1905   39
 1975 2209   38
 1976 2115   54
 1977 1802   51
 1978 1595   53
 1979 1284   50
 1980  978   46
 1981  674   39
 1982  500   33
 1983  396   29
 1984  306   30
 1985  255   27
 1986  201   26
 1987  167   19
 1988  113   16
 1989   87   14
 1990   28   12
 1991   29   11
 1992    7   11
 1993    1   11
 1994    1    9
 1995    0    7
 1996    0    4
 1997    0    1
 1998    0    1
 1999    0    1
 2000    0    1
 2001    0    1
 2002    0    1
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
