Year   Moose  Wolves
 1959  630   20
 1960  677   19
 1961  656   18
 1962  655   17
 1963  674   18
 1964  714   18
 1965  740   19
 1966  806   18
 1967  823   21
 1968  905   23
 1969  901   26
 1970  874   22
 1971  941   17
 1972 1061   17
 1973 1201   21
 1974 1283   17
 1975 1397   16
 1976 1571   14
 1977 1812   18
 1978 2061   14
 1979 2414   12
 1980 2372   11
 1981 2160   17
 1982 2060   23
 1983 1917   24
 1984 1681   30
 1985 1402   28
 1986 1061   28
 1987  819   27
 1988  930   23
 1989 1018   25
 1990 1061   29
 1991 1081   30
 1992 1148   35
 1993 1145   29
 1994 1236   32
 1995 1304   38
 1996 1288   42
 1997 1412   56
 1998 1422   57
 1999 1458   63
 2000 1419   66
 2001 1348   67
 2002 1291   63
 2003 1172   58
 2004 1178   56
 2005 1118   57
 2006 1007   47
 2007  943   43
 2008  913   42
 2009  889   36
 2010  842   37
 2011  851   32
 2012  823   29
 2013  842   26
 2014  924   24
 2015  915   25
 2016  915   26
 2017 1041   22
 2018 1175   21
