Year   Moose  Wolves
 1959  660   20
 1960  705   20
 1961  758   20
 1962  805   18
 1963  837   18
 1964  929   19
 1965 1022   25
 1966 1123   26
 1967 1255   26
 1968 1328   30
 1969 1408   31
 1970 1517   33
 1971 1603   37
 1972 1778   42
 1973 1959   56
 1974 2107   54
 1975 1966   55
 1976 1609   53
 1977 1370   46
 1978 1071   40
 1979  788   39
 1980  607   35
 1981  493   29
 1982  388   24
 1983  382   19
 1984  409   16
 1985  444   15
 1986  430   18
 1987  470   16
 1988  446   14
 1989  419   14
 1990  399   19
 1991  361   19
 1992  342   18
 1993  356   17
 1994  323   18
 1995  287   15
 1996  274   15
 1997  240   12
 1998  216   11
 1999  192   10
 2000  172   10
 2001  171    7
 2002  193    5
 2003  203    4
 2004  226    4
 2005  257    3
 2006  293    2
 2007  348    0
 2008  423    0
 2009  502    0
 2010  628    0
 2011  790    0
 2012  942    0
 2013 1141    0
 2014 1366    0
 2015 1639    0
 2016 1991    0
 2017 2423    0
 2018 2564    0
