Year   Moose  Wolves
 1959  695   20
 1960  755   20
 1961  772   20
 1962  839   22
 1963  852   27
 1964  847   40
 1965  796   35
 1966  890   37
 1967  856   42
 1968  914   41
 1969  884   37
 1970  942   36
 1971 1002   39
 1972 1077   44
 1973 1127   45
 1974 1203   46
 1975 1278   44
 1976 1359   48
 1977 1432   52
 1978 1431   59
 1979 1507   62
 1980 1573   57
 1981 1502   56
 1982 1603   48
 1983 1585   46
 1984 1722   40
 1985 1907   44
 1986 2140   38
 1987 1998   29
 1988 1763   26
 1989 1606   31
 1990 1414   27
 1991 1169   23
 1992 1124   22
 1993 1289   19
 1994 1437   17
 1995 1635   17
 1996 1886   12
 1997 2132   12
 1998 2016   10
 1999 1928   11
 2000 1820   12
 2001 1667    9
 2002 1480    7
 2003 1521    7
 2004 1929    7
 2005 2369   12
 2006 2161   11
 2007 1943   11
 2008 1894   13
 2009 1828   13
 2010 1801   12
 2011 1576   11
 2012 1626    7
 2013 2121    8
 2014 1963    6
 2015 1732    6
 2016 1650    6
 2017 1620    5
 2018 1611    5
