Year   Moose  Wolves
 1959  580   20
 1960  545   26
 1961  503   29
 1962  493   29
 1963  512   30
 1964  493   28
 1965  500   30
 1966  490   29
 1967  416   26
 1968  360   26
 1969  343   23
 1970  291   13
 1971  276   14
 1972  235   12
 1973  233    9
 1974  210   11
 1975  190   10
 1976  182    8
 1977  185    7
 1978  195    8
 1979  194    8
 1980  173    7
 1981  173    6
 1982  179    8
 1983  167    7
 1984  167    7
 1985  161    6
 1986  158    6
 1987  154    6
 1988  133    5
 1989  145    6
 1990  138    6
 1991  136    6
 1992  120    6
 1993  112    7
 1994  121    6
 1995  116    6
 1996  119    6
 1997  121    6
 1998  113    5
 1999  103    5
 2000   98    4
 2001   94    4
 2002   91    3
 2003   96    3
 2004  103    2
 2005  115    1
 2006  134    1
 2007  152    0
 2008  187    0
 2009  208    0
 2010  249    0
 2011  287    0
 2012  331    0
 2013  399    0
 2014  448    0
 2015  545    0
 2016  645    0
 2017  771    0
 2018  946    0
