Year   Moose  Wolves
 1959  745   20
 1960  811   23
 1961  817   37
 1962  870   41
 1963  778   42
 1964  791   42
 1965  749   40
 1966  757   42
 1967  668   36
 1968  602   37
 1969  528   31
 1970  544   27
 1971  521   27
 1972  503   19
 1973  540   14
 1974  582    9
 1975  682    9
 1976  763    8
 1977  875    6
 1978 1012   10
 1979 1150    7
 1980 1339    6
 1981 1588   10
 1982 1849    9
 1983 2241    9
 1984 2215    8
 1985 2034   11
 1986 1936   11
 1987 1833   10
 1988 1650   11
 1989 1493   13
 1990 1427   19
 1991 1697   24
 1992 1982   28
 1993 2304   29
 1994 2018   31
 1995 1743   40
 1996 1633   43
 1997 1458   45
 1998 1175   49
 1999  759   45
 2000  718   42
 2001  533   36
 2002  508   32
 2003  495   37
 2004  480   31
 2005  474   28
 2006  413   25
 2007  370   19
 2008  348   16
 2009  340   10
 2010  353    7
 2011  384    6
 2012  434    8
 2013  461    8
 2014  507    8
 2015  559   11
 2016  602   11
 2017  699    6
 2018  789    8
