Year   Moose  Wolves
 1959  568   20
 1960  599   21
 1961  572   24
 1962  611   25
 1963  572   32
 1964  495   32
 1965  441   29
 1966  467   28
 1967  478   25
 1968  472   23
 1969  420   24
 1970  426   21
 1971  406   16
 1972  424   14
 1973  458   10
 1974  510    5
 1975  581    5
 1976  668    5
 1977  766    5
 1978  870    4
 1979 1015    3
 1980 1214    1
 1981 1430    1
 1982 1674    0
 1983 2053    0
 1984 2510    0
 1985 2587    0
 1986 2431    0
 1987 2360    0
 1988 2342    0
 1989 2271    0
 1990 2087    0
 1991 1813    0
 1992 1495    0
 1993 1353    0
 1994 1278    0
 1995 1342    0
 1996 1726    0
 1997 2130    0
 1998 2010    0
 1999 1844    0
 2000 1776    0
 2001 1789    0
 2002 1828    0
 2003 1952    0
 2004 2517    0
 2005 2327    0
 2006 2099    0
 2007 2018    0
 2008 2006    0
 2009 1985    0
 2010 1965    0
 2011 2064    0
 2012 2623    0
 2013 2403    0
 2014 2104    0
 2015 2036    0
 2016 2060    0
 2017 2064    0
 2018 2066    0
