Year   Moose  Wolves
 1959  609   20
 1960  681   25
 1961  670   29
 1962  597   32
 1963  564   29
 1964  568   27
 1965  533   29
 1966  514   29
 1967  457   23
 1968  410   22
 1969  425   16
 1970  388   14
 1971  389   11
 1972  395   11
 1973  423   13
 1974  424   15
 1975  414   15
 1976  396   13
 1977  431   10
 1978  450   12
 1979  500   11
 1980  529   11
 1981  592   15
 1982  628   15
 1983  661   15
 1984  728   11
 1985  805    9
 1986  859    8
 1987  961    9
 1988 1111   10
 1989 1293   16
 1990 1465   16
 1991 1636   19
 1992 1797   21
 1993 2006   23
 1994 2289   22
 1995 2168   22
 1996 1899   24
 1997 1692   24
 1998 1494   26
 1999 1220   27
 2000  953   24
 2001  830   23
 2002  961   21
 2003 1002   19
 2004 1038   18
 2005 1100   22
 2006 1209   20
 2007 1233   16
 2008 1399   19
 2009 1528   21
 2010 1648   20
 2011 1819   18
 2012 2125   25
 2013 1994   28
 2014 1796   29
 2015 1615   28
 2016 1410   26
 2017 1203   25
 2018 1012   26
