Year   Moose  Wolves
 1959  590   20
 1960  575   21
 1961  544   20
 1962  518   19
 1963  506   26
 1964  445   28
 1965  447   24
 1966  412   23
 1967  347   22
 1968  285   22
 1969  243   19
 1970  178   18
 1971  104   11
 1972   62   11
 1973   26   10
 1974   35    7
 1975   20    7
 1976   10    5
 1977    3    4
 1978    2    3
 1979    4    2
 1980    2    0
 1981    3    0
 1982    4    0
 1983    4    0
 1984    4    0
 1985    8    0
 1986    8    0
 1987    7    0
 1988   14    0
 1989   17    0
 1990   18    0
 1991   25    0
 1992   28    0
 1993   39    0
 1994   52    0
 1995   61    0
 1996   73    0
 1997   86    0
 1998  113    0
 1999  137    0
 2000  172    0
 2001  196    0
 2002  233    0
 2003  275    0
 2004  332    0
 2005  393    0
 2006  460    0
 2007  545    0
 2008  651    0
 2009  773    0
 2010  951    0
 2011 1147    0
 2012 1382    0
 2013 1682    0
 2014 2035    0
 2015 2487    0
 2016 2545    0
 2017 2366    0
 2018 2328    0
