Year   Moose  Wolves
 1959  785   20
 1960  933   18
 1961 1062   17
 1962 1175   24
 1963 1346   24
 1964 1530   28
 1965 1687   35
 1966 1982   37
 1967 2215   38
 1968 2196   43
 1969 1921   50
 1970 1781   48
 1971 1553   42
 1972 1281   42
 1973  980   39
 1974  751   38
 1975  750   34
 1976  811   31
 1977  876   31
 1978  974   33
 1979  988   29
 1980 1055   25
 1981 1148   24
 1982 1220   26
 1983 1366   28
 1984 1535   29
 1985 1804   29
 1986 2059   26
 1987 2371   29
 1988 2260   31
 1989 2063   31
 1990 1964   33
 1991 1748   32
 1992 1486   29
 1993 1230   27
 1994 1225   26
 1995 1486   29
 1996 1737   32
 1997 2042   35
 1998 2287   34
 1999 2097   37
 2000 1932   42
 2001 1878   41
 2002 1559   41
 2003 1202   38
 2004  909   38
 2005  775   38
 2006  793   34
 2007  879   37
 2008  994   42
 2009 1039   36
 2010 1136   32
 2011 1266   33
 2012 1402   34
 2013 1580   48
 2014 1748   49
 2015 2006   55
 2016 2139   60
 2017 2026   62
 2018 1666   62
