Year   Moose  Wolves
 1959  772   20
 1960  800   21
 1961  854   23
 1962  907   22
 1963  934   23
 1964  997   22
 1965 1106   21
 1966 1231   30
 1967 1354   33
 1968 1456   39
 1969 1564   35
 1970 1775   33
 1971 1957   31
 1972 2245   38
 1973 2089   38
 1974 1799   48
 1975 1562   44
 1976 1343   43
 1977 1126   42
 1978  856   38
 1979  837   30
 1980  754   28
 1981  753   24
 1982  754   25
 1983  793   18
 1984  843   12
 1985  936   16
 1986 1052   13
 1987 1202    8
 1988 1391    9
 1989 1632   13
 1990 1864   10
 1991 2172   10
 1992 2169   12
 1993 1982   11
 1994 1883   10
 1995 1692   12
 1996 1577   14
 1997 1371   14
 1998 1365   12
 1999 1696   13
 2000 2035   11
 2001 2343   10
 2002 2185   14
 2003 2008   20
 2004 1950   18
 2005 1895   16
 2006 1717   20
 2007 1415   21
 2008 1322   28
 2009 1520   28
 2010 1745   31
 2011 2002   42
 2012 2263   49
 2013 2024   55
 2014 1729   63
 2015 1581   60
 2016 1183   59
 2017  876   57
 2018  550   54
