Year   Moose  Wolves
 1959  673   20
 1960  716   20
 1961  690   20
 1962  741   20
 1963  829   24
 1964  879   21
 1965  945   20
 1966 1008   20
 1967 1079   21
 1968 1145   18
 1969 1332   13
 1970 1550   13
 1971 1749   18
 1972 2006   26
 1973 2195   25
 1974 2109   29
 1975 1878   30
 1976 1752   32
 1977 1481   32
 1978 1216   34
 1979  950   30
 1980  733   28
 1981  689   27
 1982  743   24
 1983  794   25
 1984  822   25
 1985  831   23
 1986  901   20
 1987  951   21
 1988 1049   17
 1989 1198   16
 1990 1376   21
 1991 1540   20
 1992 1707   20
 1993 1967   20
 1994 2187   24
 1995 2095   29
 1996 1818   31
 1997 1620   34
 1998 1353   31
 1999 1080   30
 2000  855   29
 2001  888   24
 2002  877   22
 2003  969   33
 2004 1067   40
 2005 1033   47
 2006 1001   51
 2007  963   51
 2008  903   45
 2009  742   43
 2010  703   43
 2011  643   43
 2012  649   40
 2013  590   36
 2014  498   32
 2015  477   28
 2016  475   20
 2017  503   16
 2018  548   12
