Year   Moose  Wolves
 1959  606   20
 1960  634   19
 1961  657   17
 1962  710   21
 1963  694   21
 1964  755   22
 1965  805   26
 1966  889   25
 1967  949   27
 1968  947   27
 1969 1062   27
 1970 1177   28
 1971 1307   26
 1972 1404   25
 1973 1577   22
 1974 1743   19
 1975 2031   19
 1976 2360   19
 1977 2296   24
 1978 2014   21
 1979 1867   19
 1980 1672   17
 1981 1514   18
 1982 1308   23
 1983 1260   22
 1984 1535   19
 1985 1789   19
 1986 2035   20
 1987 2289   27
 1988 2076   34
 1989 1837   38
 1990 1738   40
 1991 1357   40
 1992  969   37
 1993  753   35
 1994  741   33
 1995  797   31
 1996  861   30
 1997  893   36
 1998  958   30
 1999 1038   36
 2000 1070   33
 2001 1155   40
 2002 1227   48
 2003 1301   57
 2004 1280   65
 2005 1338   65
 2006 1313   69
 2007 1379   69
 2008 1385   62
 2009 1375   56
 2010 1430   53
 2011 1406   49
 2012 1444   64
 2013 1502   63
 2014 1573   66
 2015 1629   60
 2016 1652   62
 2017 1727   61
 2018 1645   69
