Year   Moose  Wolves
 1959  622   20
 1960  620   23
 1961  642   23
 1962  682   23
 1963  711   27
 1964  741   29
 1965  760   26
 1966  833   22
 1967  887   20
 1968 1011   21
 1969 1154   25
 1970 1219   26
 1971 1323   27
 1972 1471   26
 1973 1669   34
 1974 1899   40
 1975 2007   44
 1976 2186   50
 1977 2046   48
 1978 1762   57
 1979 1571   56
 1980 1222   52
 1981  898   54
 1982  615   50
 1983  428   45
 1984  288   35
 1985  242   33
 1986  157   28
 1987  103   22
 1988   56   15
 1989   47   13
 1990   65    8
 1991   32    7
 1992    8    3
 1993   11    1
 1994   12    1
 1995   15    1
 1996   15    1
 1997   13    0
 1998   13    0
 1999   16    0
 2000   16    0
 2001   18    0
 2002   21    0
 2003   22    0
 2004   28    0
 2005   33    0
 2006   43    0
 2007   52    0
 2008   62    0
 2009   73    0
 2010   85    0
 2011  102    0
 2012  124    0
 2013  135    0
 2014  163    0
 2015  204    0
 2016  231    0
 2017  285    0
 2018  346    0
