Year   Moose  Wolves
 1959  627   20
 1960  626   19
 1961  620   19
 1962  665   17
 1963  655   20
 1964  694   18
 1965  771   15
 1966  848   15
 1967  938   16
 1968 1072   22
 1969 1181   17
 1970 1338   16
 1971 1543   16
 1972 1789   15
 1973 2083   13
 1974 2484   13
 1975 2464   12
 1976 2260   12
 1977 2135   10
 1978 2022    9
 1979 1901    3
 1980 1756    3
 1981 1501    1
 1982 1257    0
 1983 1330    0
 1984 1792    0
 1985 2251    0
 1986 2168    0
 1987 2008    0
 1988 1957    0
 1989 1956    0
 1990 1983    0
 1991 1810    0
 1992 1892    0
 1993 2443    0
 1994 2355    0
 1995 2114    0
 1996 2062    0
 1997 2032    0
 1998 1997    0
 1999 2018    0
 2000 1754    0
 2001 1855    0
 2002 2373    0
 2003 2274    0
 2004 2050    0
 2005 1930    0
 2006 1951    0
 2007 1909    0
 2008 1920    0
 2009 2037    0
 2010 2642    0
 2011 2474    0
 2012 2284    0
 2013 2149    0
 2014 2127    0
 2015 2143    0
 2016 2140    0
 2017 1835    0
 2018 1406    0
