Year   Moose  Wolves
 1959  626   20
 1960  652   23
 1961  663   22
 1962  689   27
 1963  677   35
 1964  613   34
 1965  576   34
 1966  508   30
 1967  457   28
 1968  454   27
 1969  427   24
 1970  445   23
 1971  390   16
 1972  416   13
 1973  420   12
 1974  414    8
 1975  450    7
 1976  487    6
 1977  543    4
 1978  628    2
 1979  736    2
 1980  852    2
 1981 1001    2
 1982 1183    2
 1983 1416    2
 1984 1714    1
 1985 2068    1
 1986 2459    0
 1987 2484    0
 1988 2367    0
 1989 2273    0
 1990 2193    0
 1991 2104    0
 1992 1899    0
 1993 1673    0
 1994 1353    0
 1995 1219    0
 1996 1117    0
 1997 1179    0
 1998 1522    0
 1999 1884    0
 2000 2261    0
 2001 2179    0
 2002 2089    0
 2003 2030    0
 2004 2091    0
 2005 1994    0
 2006 1826    0
 2007 1950    0
 2008 2535    0
 2009 2434    0
 2010 2200    0
 2011 2081    0
 2012 2077    0
 2013 2078    0
 2014 2052    0
 2015 1789    0
 2016 1896    0
 2017 2450    0
 2018 2394    0
