Year   Moose  Wolves
 1959  582   20
 1960  627   19
 1961  649   19
 1962  659   25
 1963  668   29
 1964  638   28
 1965  619   27
 1966  676   29
 1967  641   31
 1968  662   30
 1969  589   32
 1970  484   27
 1971  434   26
 1972  382   24
 1973  358   24
 1974  369   20
 1975  343   17
 1976  354   16
 1977  355   19
 1978  355   17
 1979  378   12
 1980  387   13
 1981  409   11
 1982  425   10
 1983  475    9
 1984  508    7
 1985  576   11
 1986  640   10
 1987  726    8
 1988  826    7
 1989  960    4
 1990 1153    4
 1991 1357    5
 1992 1627    8
 1993 1889    8
 1994 2193    8
 1995 2200   11
 1996 2020   10
 1997 1926    7
 1998 1827    6
 1999 1688    6
 2000 1508    4
 2001 1561    4
 2002 1988    3
 2003 2455    2
 2004 2300    2
 2005 2089    2
 2006 2022    2
 2007 2045    1
 2008 2098    1
 2009 1910    1
 2010 1970    1
 2011 2562    1
 2012 2409    1
 2013 2185    1
 2014 2091    0
 2015 2092    0
 2016 2102    0
 2017 2145    0
 2018 1902    0
