Year   Moose  Wolves
 1959  686   20
 1960  745   22
 1961  821   25
 1962  777   27
 1963  803   30
 1964  824   31
 1965  886   33
 1966  891   35
 1967  891   37
 1968  909   41
 1969  838   44
 1970  897   42
 1971  926   40
 1972  901   50
 1973  945   46
 1974  964   44
 1975  923   49
 1976  898   47
 1977  880   42
 1978  899   38
 1979  893   38
 1980  894   34
 1981  922   37
 1982  917   37
 1983  907   41
 1984  817   42
 1985  728   37
 1986  702   35
 1987  628   31
 1988  561   26
 1989  520   25
 1990  525   26
 1991  559   29
 1992  543   27
 1993  572   23
 1994  534   21
 1995  498   23
 1996  475   20
 1997  495   19
 1998  459   24
 1999  443   23
 2000  449   22
 2001  458   22
 2002  409   20
 2003  362   17
 2004  331   15
 2005  351   15
 2006  329   15
 2007  334   10
 2008  356    9
 2009  381    9
 2010  423    7
 2011  465    6
 2012  532    6
 2013  598    8
 2014  648    8
 2015  736    6
 2016  840    9
 2017  950   12
 2018 1074   14
