Year   Moose  Wolves
 1959  620   20
 1960  597   22
 1961  559   22
 1962  574   22
 1963  581   23
 1964  574   23
 1965  615   20
 1966  627   18
 1967  661   15
 1968  701   12
 1969  773   12
 1970  837    8
 1971  948    7
 1972 1133    6
 1973 1282    5
 1974 1521    4
 1975 1796    4
 1976 2151    7
 1977 2193    6
 1978 2031    5
 1979 1941    5
 1980 1871    9
 1981 1722    8
 1982 1524    8
 1983 1579   10
 1984 1937   17
 1985 2287   19
 1986 2079   19
 1987 1809   21
 1988 1678   22
 1989 1588   22
 1990 1462   21
 1991 1372   20
 1992 1633   20
 1993 1843   18
 1994 2059   17
 1995 2387   17
 1996 2224   15
 1997 2054   13
 1998 2004   10
 1999 1865   11
 2000 1606   12
 2001 1343   11
 2002 1302   10
 2003 1628   10
 2004 1938    9
 2005 2214    8
 2006 2089    7
 2007 1898   10
 2008 1835   10
 2009 1799    9
 2010 1609   11
 2011 1618   12
 2012 2019   15
 2013 2382   15
 2014 2093   15
 2015 1846   18
 2016 1763   21
 2017 1672   26
 2018 1615   30
