Year   Moose  Wolves
 1959  587   20
 1960  584   19
 1961  595   18
 1962  605   18
 1963  612   24
 1964  589   30
 1965  602   31
 1966  553   29
 1967  501   27
 1968  407   27
 1969  388   25
 1970  315   22
 1971  323   21
 1972  329   18
 1973  348   17
 1974  342   17
 1975  333   12
 1976  361    9
 1977  374    7
 1978  388    7
 1979  417   10
 1980  434   12
 1981  445   16
 1982  434   16
 1983  431   17
 1984  423   18
 1985  428   19
 1986  425   18
 1987  399   18
 1988  376   18
 1989  344   16
 1990  331   15
 1991  310   13
 1992  314   12
 1993  307   14
 1994  299   13
 1995  306   10
 1996  296    8
 1997  302    6
 1998  302    8
 1999  301   10
 2000  323   11
 2001  342   13
 2002  353   15
 2003  357   16
 2004  328   16
 2005  307   15
 2006  329   15
 2007  317   12
 2008  293   12
 2009  288   14
 2010  279   12
 2011  270   13
 2012  275   12
 2013  253   10
 2014  263    8
 2015  255    7
 2016  275    6
 2017  277    5
 2018  305    4
