Year   Moose  Wolves
 1959  632   20
 1960  694   27
 1961  638   28
 1962  639   29
 1963  601   34
 1964  570   32
 1965  549   30
 1966  558   29
 1967  515   24
 1968  463   26
 1969  462   24
 1970  464   22
 1971  470   18
 1972  453   17
 1973  469   16
 1974  483   13
 1975  513   17
 1976  551   18
 1977  550   17
 1978  586   17
 1979  629   16
 1980  661   13
 1981  756   10
 1982  856   12
 1983  929   11
 1984 1051   10
 1985 1174    8
 1986 1358    6
 1987 1631    4
 1988 1914    2
 1989 2278    2
 1990 2345    1
 1991 2216    1
 1992 2141    1
 1993 2057    1
 1994 1936    0
 1995 1798    0
 1996 1561    0
 1997 1282    0
 1998 1351    0
 1999 1779    0
 2000 2187    0
 2001 2031    0
 2002 1869    0
 2003 1797    0
 2004 1776    0
 2005 1796    0
 2006 1943    0
 2007 2532    0
 2008 2363    0
 2009 2111    0
 2010 2057    0
 2011 2066    0
 2012 2071    0
 2013 2073    0
 2014 1809    0
 2015 1915    0
 2016 2515    0
 2017 2471    0
 2018 2231    0
