Year   Moose  Wolves
 1959  628   20
 1960  670   20
 1961  657   20
 1962  686   23
 1963  733   25
 1964  727   23
 1965  709   23
 1966  785   20
 1967  813   18
 1968  913   24
 1969  996   27
 1970 1011   26
 1971 1121   31
 1972 1157   29
 1973 1251   25
 1974 1309   26
 1975 1431   33
 1976 1597   35
 1977 1719   36
 1978 1822   34
 1979 2086   37
 1980 2247   39
 1981 2114   36
 1982 1853   44
 1983 1656   47
 1984 1349   44
 1985 1056   41
 1986  775   39
 1987  483   36
 1988  288   35
 1989  201   31
 1990   98   26
 1991   44   23
 1992   21   17
 1993   30   14
 1994   19   10
 1995   26    6
 1996   10    3
 1997    5    3
 1998    2    2
 1999    4    2
 2000    2    1
 2001    3    0
 2002    3    0
 2003    3    0
 2004    5    0
 2005    7    0
 2006    6    0
 2007    6    0
 2008    8    0
 2009   11    0
 2010   11    0
 2011   10    0
 2012   11    0
 2013   13    0
 2014   15    0
 2015   21    0
 2016   23    0
 2017   27    0
 2018   28    0
